payment_id,booking_id,amount,payment_method
PAY1710,B1426,,CARD
PAY1711,B1853,8948.88,NETBANKING
PAY1712,B1370,14742.11,UPI
PAY1713,B1831,13574.02,CARD
PAY1714,B1663,14337.32,UPI
PAY1715,B1966,6405.91,UPI
PAY1716,B1289,12016.99,NETBANKING
PAY1717,B1431,9678.57,CARD
PAY1718,B1267,2158.29,CARD
PAY1719,B1150,12535.73,NETBANKING
PAY1720,B1718,10479.42,UPI
PAY1721,B1254,,UPI
PAY1722,B1352,2116.34,CARD
PAY1723,B1376,12718.31,NETBANKING
PAY1724,B1652,2104.63,NETBANKING
PAY1725,B1854,2278.95,UPI
PAY1726,B1357,6983.72,UPI
PAY1727,B1607,2887.17,NETBANKING
PAY1728,B1940,13791.37,CARD
PAY1729,B1369,7583.98,UPI
PAY1730,B1226,8968.11,NETBANKING
PAY1731,B1704,13993.49,NETBANKING
PAY1732,B1302,8423.69,NETBANKING
PAY1733,B1825,5950.28,CARD
PAY1734,B1388,12160.17,UPI
PAY1735,B1376,7199.9,UPI
PAY1736,B1972,5458.57,UPI
PAY1737,B1117,11125.21,CARD
PAY1738,B1004,12222.48,UPI
PAY1739,B1443,,UPI
PAY1740,B1351,14687.44,UPI
PAY1741,B1754,12013.34,UPI
PAY1742,B1532,,CARD
PAY1743,B1663,13004.79,NETBANKING
PAY1744,B1639,1002.59,NETBANKING
PAY1745,B1123,6074.04,UPI
PAY1746,B1657,11326.44,UPI
PAY1747,B1276,9396.07,UPI
PAY1748,B1821,,CARD
PAY1749,B1393,5252.26,UPI
PAY1750,B1663,5715.1,CARD
PAY1751,B1359,8949.59,UPI
PAY1752,B1622,12642.38,UPI
PAY1753,B1468,14054.88,NETBANKING
PAY1754,B1984,11501.29,UPI
PAY1755,B1627,12801.31,CARD
PAY1756,B1699,,NETBANKING
PAY1757,B1056,,CARD
PAY1758,B1250,6497.92,NETBANKING
PAY1759,B1895,9624.54,CARD
PAY1760,B1918,2739.31,NETBANKING
PAY1761,B1149,9112.92,CARD
PAY1762,B1451,10311.86,CARD
PAY1763,B1161,7144.72,UPI
PAY1764,B1119,14344.34,NETBANKING
PAY1765,B1581,9514.99,NETBANKING
PAY1766,B1923,,UPI
PAY1767,B1350,7709.03,CARD
PAY1768,B1098,10455.66,CARD
PAY1769,B1166,5530.81,NETBANKING
PAY1770,B1809,2114.98,CARD
PAY1771,B1662,9168.1,NETBANKING
PAY1772,B1837,14270.18,NETBANKING
PAY1773,B1975,7791.01,CARD
PAY1774,B1513,13685.53,CARD
PAY1775,B1663,12690.33,CARD
PAY1776,B1400,3063.78,UPI
PAY1777,B1364,10914.38,NETBANKING
PAY1778,B1576,,CARD
PAY1779,B1325,4503.45,UPI
PAY1780,B1580,10617.14,CARD
PAY1781,B1632,11397.25,NETBANKING
PAY1782,B1620,3518.55,UPI
PAY1783,B1827,13802.23,NETBANKING
PAY1784,B1246,11516.06,CARD
PAY1785,B1433,14067.26,CARD
PAY1786,B1092,5439.03,CARD
PAY1787,B1267,14150.69,UPI
PAY1788,B1614,6159.25,UPI
PAY1789,B1942,1755.58,UPI
PAY1790,B1962,11681.57,UPI
PAY1791,B1623,10849.11,CARD
PAY1792,B1320,9370.75,CARD
PAY1793,B1922,7858.51,CARD
PAY1794,B1815,1450.31,UPI
PAY1795,B1855,9744.36,UPI
PAY1796,B1061,6835.68,CARD
PAY1797,B1299,8842.93,CARD
PAY1798,B1402,7010.5,UPI
PAY1799,B1954,14524.79,NETBANKING
PAY1800,B1647,9457.52,CARD
PAY1801,B1566,11489.31,CARD
PAY1802,B1619,14108.86,CARD
PAY1803,B1302,9282.39,UPI
PAY1804,B1769,1168.88,CARD
PAY1805,B1252,1480.08,CARD
PAY1806,B1733,10832.74,CARD
PAY1807,B1477,4907.19,CARD
PAY1808,B1368,9111.32,CARD
PAY1809,B1678,3831.88,NETBANKING
PAY1810,B1940,4783.48,NETBANKING
PAY1811,B1159,8064.97,CARD
PAY1812,B1960,14657.97,CARD
PAY1813,B1165,9627.79,CARD
PAY1814,B1204,14106.07,CARD
PAY1815,B1266,14431.32,UPI
PAY1816,B1137,3913.54,UPI
PAY1817,B1367,,UPI
PAY1818,B1442,11779.89,NETBANKING
PAY1819,B1857,13134.7,CARD
PAY1820,B1759,8269.17,UPI
PAY1821,B1566,14905.16,CARD
PAY1822,B1915,1162.01,CARD
PAY1823,B1720,5194.3,NETBANKING
PAY1824,B1016,9724.26,NETBANKING
PAY1825,B1067,7570.06,UPI
PAY1826,B1132,2632.44,UPI
PAY1827,B1699,6149.02,NETBANKING
PAY1828,B1918,1356.26,NETBANKING
PAY1829,B1429,9998.44,CARD
PAY1830,B1307,13498.4,CARD
PAY1831,B1649,13388.24,UPI
PAY1832,B1173,,UPI
PAY1833,B1411,7520.78,NETBANKING
PAY1834,B1096,8168.44,UPI
PAY1835,B1682,2916.86,CARD
PAY1836,B1153,5774.24,NETBANKING
PAY1837,B1694,3628.19,CARD
PAY1838,B1241,,NETBANKING
PAY1839,B1303,13806.55,NETBANKING
PAY1840,B1284,8516.93,CARD
PAY1841,B1026,11188.7,UPI
PAY1842,B1401,2700.51,UPI
PAY1843,B1359,9519.49,UPI
PAY1844,B1059,10839.07,UPI
PAY1845,B1201,7338.75,CARD
PAY1846,B1761,4405.82,NETBANKING
PAY1847,B1873,13283.24,CARD
PAY1848,B1580,11400.72,UPI
PAY1849,B1969,13598.0,UPI
PAY1850,B1369,,CARD
PAY1851,B1532,14865.24,NETBANKING
PAY1852,B1151,,CARD
PAY1853,B1101,2214.47,CARD
PAY1854,B1898,5718.04,CARD
PAY1855,B1999,2806.06,NETBANKING
PAY1856,B1606,8323.82,CARD
PAY1857,B1445,9862.4,CARD
PAY1858,B1872,9096.04,UPI
PAY1859,B1228,4629.36,CARD
PAY1860,B1124,13723.54,UPI
PAY1861,B1769,1296.41,UPI
PAY1862,B1833,5872.19,UPI
PAY1863,B1998,11065.89,NETBANKING
PAY1864,B1880,11737.0,UPI
PAY1865,B1937,6825.66,CARD
PAY1866,B1235,1236.74,CARD
PAY1867,B1161,9652.61,UPI
PAY1868,B1553,1883.33,UPI
PAY1869,B1787,2509.98,CARD
PAY1870,B1352,10103.51,UPI
PAY1871,B1067,5374.84,NETBANKING
PAY1872,B1172,5872.42,UPI
PAY1873,B1842,7815.3,NETBANKING
PAY1874,B1636,14700.1,NETBANKING
PAY1875,B1681,14516.19,NETBANKING
PAY1876,B1558,6827.65,UPI
PAY1877,B1260,4716.99,NETBANKING
PAY1878,B1216,5236.29,NETBANKING
PAY1879,B1816,4762.94,UPI
PAY1880,B1123,8451.44,NETBANKING
PAY1881,B1804,9496.04,UPI
PAY1882,B1161,7842.91,CARD
PAY1883,B1200,6711.92,NETBANKING
PAY1884,B1453,3957.99,UPI
PAY1885,B1401,7755.08,CARD
PAY1886,B1461,5775.44,NETBANKING
PAY1887,B1274,8582.34,NETBANKING
PAY1888,B1205,10452.65,UPI
PAY1889,B1039,9866.37,CARD
PAY1890,B1272,,UPI
PAY1891,B1699,8784.73,NETBANKING
PAY1892,B1866,4987.99,NETBANKING
PAY1893,B1092,1339.36,NETBANKING
PAY1894,B1041,9750.27,NETBANKING
PAY1895,B1464,4535.96,CARD
PAY1896,B1378,10365.35,CARD
PAY1897,B1106,,UPI
PAY1898,B1327,13822.99,UPI
PAY1899,B1064,14413.72,UPI
PAY1900,B1364,1147.36,NETBANKING
PAY1901,B1820,14865.24,UPI
PAY1902,B1483,10562.26,CARD
PAY1903,B1646,10009.34,UPI
PAY1904,B1900,1212.98,UPI
PAY1905,B1023,13057.27,CARD
PAY1906,B1539,3036.88,CARD
PAY1907,B1061,12722.62,NETBANKING
PAY1908,B1490,1217.88,CARD
PAY1909,B1272,10043.5,CARD
PAY1910,B1228,7087.22,UPI
PAY1911,B1019,3810.73,CARD
PAY1912,B1002,2505.86,NETBANKING
PAY1913,B1420,7161.79,UPI
PAY1914,B1729,2726.28,NETBANKING
PAY1915,B1910,7810.25,CARD
PAY1916,B1306,9753.04,NETBANKING
PAY1917,B1431,12583.38,NETBANKING
PAY1918,B1135,10501.09,CARD
PAY1919,B1908,1912.8,CARD
PAY1920,B1943,5304.06,UPI
PAY1921,B1514,,UPI
PAY1922,B1192,,UPI
PAY1923,B1584,13148.95,CARD
PAY1924,B1414,6182.07,NETBANKING
PAY1925,B1872,,NETBANKING
PAY1926,B1117,13517.5,UPI
PAY1927,B1665,13434.66,UPI
PAY1928,B1208,12966.45,CARD
PAY1929,B1951,12831.14,NETBANKING
PAY1930,B1033,7723.56,UPI
PAY1931,B1648,3484.04,CARD
PAY1932,B1317,7684.83,UPI
PAY1933,B1119,7924.37,CARD
PAY1934,B1626,7859.04,NETBANKING
PAY1935,B1524,8542.82,CARD
PAY1936,B1580,4607.2,UPI
PAY1937,B1936,6127.38,UPI
PAY1938,B1844,7078.61,NETBANKING
PAY1939,B1768,2835.7,NETBANKING
PAY1940,B1088,7375.1,UPI
PAY1941,B1511,12346.57,UPI
PAY1942,B1046,12592.83,UPI
PAY1943,B1771,6761.89,NETBANKING
PAY1944,B1739,8263.32,UPI
PAY1945,B1958,1471.1,NETBANKING
PAY1946,B1691,10442.06,UPI
PAY1947,B1521,6664.48,CARD
PAY1948,B1283,7236.69,CARD
PAY1949,B1376,,UPI
PAY1950,B1637,7465.68,CARD
PAY1951,B1133,1296.69,NETBANKING
PAY1952,B1666,4184.87,CARD
PAY1953,B1247,7658.69,CARD
PAY1954,B1651,6941.55,NETBANKING
PAY1955,B1317,13045.18,CARD
PAY1956,B1435,8589.93,CARD
PAY1957,B1175,10654.9,UPI
PAY1958,B1834,7570.53,NETBANKING
PAY1959,B1685,7155.18,NETBANKING
PAY1960,B1992,7248.01,UPI
PAY1961,B1585,,UPI
PAY1962,B1350,8540.17,CARD
PAY1963,B1142,4506.21,CARD
PAY1964,B1966,13474.77,CARD
PAY1965,B1803,5663.2,UPI
PAY1966,B1397,3065.33,NETBANKING
PAY1967,B1623,2351.71,CARD
PAY1968,B1717,1187.92,UPI
PAY1969,B1642,6919.99,NETBANKING
PAY1970,B1368,3626.55,UPI
PAY1971,B1500,1303.07,CARD
PAY1972,B1621,8280.27,UPI
PAY1973,B1369,10519.7,UPI
PAY1974,B1578,2200.51,UPI
PAY1975,B1381,7452.89,UPI
PAY1976,B1085,11410.8,NETBANKING
PAY1977,B1786,14801.3,CARD
PAY1978,B1738,10340.66,NETBANKING
PAY1979,B1459,4427.75,UPI
PAY1980,B1949,11031.75,UPI
PAY1981,B1324,,CARD
PAY1982,B1521,3965.19,CARD
PAY1983,B1488,12915.55,NETBANKING
PAY1984,B1928,6983.66,NETBANKING
PAY1985,B1396,14467.69,CARD
PAY1986,B1895,11120.61,NETBANKING
PAY1987,B1354,10023.88,UPI
PAY1988,B1946,11196.94,UPI
PAY1989,B1287,7693.36,CARD
PAY1990,B1458,8073.17,NETBANKING
PAY1991,B1623,12916.9,UPI
PAY1992,B1997,,CARD
PAY1993,B1535,13561.41,NETBANKING
PAY1994,B1290,13471.57,UPI
PAY1995,B1850,14670.86,NETBANKING
PAY1996,B1837,10803.01,NETBANKING
PAY1997,B1167,8032.22,NETBANKING
PAY1998,B1949,3328.36,CARD
PAY1999,B1620,10875.33,UPI
